id,title,slug,entities,category
17835,Two Kenyan estates put under partial lockdown,two-kenyan-estates-put-under-partial-lockdown,"[""Mutahi Kagwe"",""Eastleigh"",""Kenyan"",""Old Town"",""Mombasa"",""Nairobi""]",Other
17836,Bundesliga cleared to restart season on May 15,bundesliga-cleared-to-restart-season-on-may-15,"[""Hertha Berlin"",""Bundesliga"",""German"",""Europe"",""Netherlands"",""France"",""Angela Merkel"",""Markus Soder"",""Salomon Kalou"",""Bavaria"",""Eintracht Frankfurt"",""Werder Bremen"",""Borussia Dortmund"",""Bayern Munich"",""Frankfurt"",""Cologne""]",Sports
17837,Turkish FA confident of staging CL final,turkish-fa-confident-of-staging-cl-final,"[""Champions League"",""Turkish FA"",""Ataturk Olympic Stadium"",""Ligue 1"",""Nihat Ozdemir"",""Istanbul"",""European""]",Sports
17838,PL aims for May 18 training return,pl-aims-for-may-18-training-return,"[""Premier League"",""Dominic Raab"",""UK"",""Bundesliga"",""Germany"",""Spain"",""European"",""La Liga""]",Sports
17839,Coronavirus: M'United recall players back to UK,coronavirus-m-united-recall-players-back-to-uk,"[""Manchester United"",""UK"",""Premier League"",""England"",""Victor Lindelof"",""Sergio Romero"",""Ole Gunnar Solskjaer"",""Chelsea"",""Bruno Fernandes""]",Sports
17840,PL return: Neutral venues dilemma as govt seeks national 'lift',pl-return-neutral-venues-dilemma-as-govt-seeks-national-lift,"[""Premier League"",""Dominic Raab"",""St George's Park""]",Sports
17841,PFA's Gordon Taylor concerned for players with deals ending,pf-as-gordon-taylor-concerned-for-players-with-deals-ending,"[""Gordon Taylor"",""PFA"",""Willian"",""Premier League"",""Sky Sports News"",""Ryan Fraser"",""Chelsea"",""Liverpool"",""Adam Lallana""]",Sports
17842,FIFA investigating Fernandes sell-on clause in United move,fifa-investigating-fernandes-sell-on-clause-in-united-move,"[""Bruno Fernandes"",""Manchester United"",""Fernandes"",""United"",""Sampdoria"",""Sporting Lisbon"",""FIFA""]",Sports
17843,Nigeria's COVID-19 cases soar above 3000,nigerias-covid-19-cases-soar-above-3000,"[""Lagos"",""FCT"",""Kano"",""Borno"",""Bauchi"",""Taraba"",""Adamawa"",""Ogun"",""Kaduna"",""Katsina"",""Zamfara"",""COVID-19"",""Center for Disease Control"",""Nigerian"",""Nigeria."",""Borno State"",""Gombe"",""Nigeria""]",Health
17844,FG engages traditional rulers to curb spread of COVID-19,fg-engages-traditional-rulers-to-curb-spread-of-covid-19,"[""Federal Government"",""Osagie Ehanire"",""COVID-19"",""Ehanire""]",Health
17845,FG extends closure of Airspace by four weeks,fg-extends-closure-of-airspace-by-four-weeks,"[""Boss Mustapha"",""COVID-19"",""Task Force"",""Abuja"",""Hadi Sirika"",""Port Harcourt"",""Lagos"",""Nigeria"",""Kano""]",Business
17846,NNPC reduces ex-depot price of petrol,nnpc-reduces-ex-depot-price-of-petrol,"[""NNPC"",""Nigerian National Petroleum Corporation"",""Petroleum Products Pricing Regulatory Agency"",""Nigerian"",""The NNPC""]",Business
17847,"Buhari picks ex-IGP, Abba to head police trust fund",buhari-picks-ex-igp-abba-to-head-police-trust-fund,"[""Buhari"",""Suleiman Abba"",""Abba"",""Police"",""Muhammadu Buhari"",""Board of Trustees""]",Politics
17848,256 Nigerians arrive in Lagos from UAE,256-nigerians-arrive-in-lagos-from-uae,"[""Nigerians"",""Lagos"",""UAE"",""United Arab Emirates"",""Lagos State"",""Emirates Airline"",""Murtala Muhammed International Airport"",""Geoffrey Onyeama"",""Abike Dabiri-Erewa"",""Dubai""]",Other
17850,New Zealand confirmed one new case of Coronavirus,new-zealand-confirmed-one-new-case-of-coronavirus,"[""Ashley Bloomfield"",""New Zealand"",""Covid-19""]",Health
17852,Man sentenced to jail over boat fire insurance claim,man-sentenced-to-jail-over-boat-fire-insurance-claim,"[""Kalgoorlie""]",Law
17853,Australia's oldest hippopotamus dies aged 54,australias-oldest-hippopotamus-dies-aged-54,"[""Australia""]",Pet/Animals
17854,McDonald's worker tests positive to COVID-19 in Melbourne,mc-donalds-worker-tests-positive-to-covid-19-in-melbourne,"[""Australia"",""US"",""Sydney"",""Covid-19"",""Thailand"",""Ian Frazer""]",Business
17855,Bank of England warns of deepest recession on record,bank-of-england-warns-of-deepest-recession-on-record,"[""Bank of England"",""UK"",""Monetary Policy Committee"",""Covid-19"",""Office for National Statistics"",""CPI"",""British"",""Bank""]",Business
17856,Coronavirus: PM to review lockdown restrictions with cabinet,coronavirus-pm-to-review-lockdown-restrictions-with-cabinet,"[""Brandon Lewis"",""Northern Ireland Executive"",""Arlene Foster"",""Northern Ireland"",""UK"",""Laura Kuenssberg"",""Public Health England"",""BBC Breakfast"",""BBC Radio 4"",""Boris Johnson"",""Nicola Sturgeon"",""England"",""Rebecca Evans"",""Ed Davey"",""Anneliese Dodds"",""Scotland"",""Wales"",""Lib Dem""]",Politics
17857,Coronavirus PPE: Gowns ordered from Turkey fail to meet safety standards,coronavirus-ppe-gowns-ordered-from-turkey-fail-to-meet-safety-standards,"[""PPE"",""UK"",""BBC Breakfast"",""RAF"",""Northern Ireland"",""Covid-19"",""RAF Brize Norton"",""Turkey"",""Brandon Lewis"",""British"",""NHS"",""Department of Health""]",Health
17859,Virgin Media and O2 join forces to take on BT,virgin-media-and-o-2-join-forces-to-take-on-bt,"[""CK Hutchison"",""European Commission"",""O2"",""Virgin Media"",""BT"",""Liberty Global"",""UK"",""Telefonica"",""Spain"",""Mike Fries"",""Jose Maria Alvarez-Pallete"",""Tesco Mobile"",""Giffgaff"",""BBC""]",Business
17860,Coronavirus: Concerns for wellbeing of babies born in lockdown,coronavirus-concerns-for-wellbeing-of-babies-born-in-lockdown,"[""NHS"",""Anne Longfield"",""England"",""Public Health England""]",Other
17861,Canada's agri-food sector gets $179M COVID-19 aid,canadas-agri-food-sector-gets-dollar-179-m-covid-19-aid,"[""Canada"",""Justin Trudeau"",""Canadian"",""Trudeau"",""John Hopkins University"",""COVID-19""]",Business
17862,Hard-up parents plea for refunds from PGL travel firm,hard-up-parents-plea-for-refunds-from-pgl-travel-firm,"[""Somerset"",""PGL"",""France"",""Stacey Edwards"",""Watchet""]",Business
17863,France advises locals against summer vacation travel amid virus,france-advises-locals-against-summer-vacation-travel-amid-virus,"[""Jean-Baptiste Lemoyne"",""French"",""Europe"",""France""]",Travel
17864,Energiekontor secures 15-year solar PPA from Engie,energiekontor-secures-15-year-solar-ppa-from-engie,"[""German"",""Engie"",""French"",""Germany"",""Innogy"",""PPA"",""EnBW"",""Mecklenburg-Vorpommern"",""Covid-19"",""Europe"",""Energiekontor""]",Technology
17865,Coronavirus: MP Nadia Whittome 'sacked' as carer after 'speaking out' about PPE,coronavirus-mp-nadia-whittome-sacked-as-carer-after-speaking-out-about-ppe,"[""Good Morning Britain"",""Nadia Whittome"",""Labour"",""Nottingham East"",""Newsnight"",""BBC"",""Whittome""]",Politics
17867,"""Minimize hardship, restart economy"" - SA's business stakeholders tell government",minimize-hardship-restart-economy-s-as-business-stakeholders-tell-government,"[""South Africa"",""Bloomberg"",""Panda""]",Business
17868,Coronavirus: 'Dramatic' impact on Northern Ireland's film industry,coronavirus-dramatic-impact-on-northern-irelands-film-industry,"[""DfE"",""US"",""Northern Ireland"",""Northern Ireland Screen"",""The Northman"",""Nicole Kidman"",""BBC"",""The Texas Chainsaw Massacre"",""Line of Duty"",""County Antrim"",""Arts Council of Northern Ireland"",""British Film Institute"",""UK"",""Department for the Economy"",""BBC News"",""Invest NI""]",Entertainment
17869,US billboard ranks Nigeria's Sinach high,us-billboard-ranks-nigerias-sinach-high,"[""Maranda Curtis"",""Billboard"",""Nigeria"",""Sinach"",""USA Billboard"",""God"",""African"",""Chris Oyakhilome"",""Michael W. Smith"",""Leeland"",""Hot Christian Songs"",""Christafari"",""Bethel Music"",""Jesus""]",Entertainment
17870,Premier Ford publishes list of businesses due for resumption,premier-ford-publishes-list-of-businesses-due-for-resumption,"[""COVID-19"",""Province"",""Ontario"",""Canadian"",""Doug Ford"",""Ford""]",Business
17871,Obiora named NEXIM bank chairman,obiora-named-nexim-bank-chairman,"[""Central Bank of Nigeria"",""University of Benin"",""NEXIM Bank"",""University of Ibadan"",""Nigerian"",""Muhammadu Buhari"",""European"",""Nigerian Export-Import Bank""]",Business
17872,COVID-19: Ottawa offers support to virus-stricken food-processing industry,covid-19-ottawa-offers-support-to-virus-stricken-food-processing-industry,"[""Canada"",""Canadian"",""Justin Trudeau"",""The Canadian Press"",""Calgary"",""Cargill"",""High River"",""JBS"",""Agriculture Union"",""Ottawa"",""Daniel Sullivan"",""Trudeau"",""COVID-19""]",Food
17873,Singapore reports 741 new COVID-19 cases,singapore-reports-741-new-covid-19-cases,"[""Singaporeans"",""Singapore"",""Gan Kim Yong""]",Health
17874,Singapore to distribute reusable face masks to households,singapore-to-distribute-reusable-face-masks-to-households,"[""Agency for Science, Technology and Research"",""Minister for Trade and Industry Chan Chun Sing"",""Singapore"",""Singaporeans""]",Health
17875,Apple faces backlash for withdrawing from French contact-tracing app project,apple-faces-backlash-for-withdrawing-from-french-contact-tracing-app-project,"[""BFM TV"",""iPhones"",""Google"",""UK"",""iPhone"",""Germany"",""French"",""Apple"",""France"",""Business Insider"",""Cedric O""]",Technology
17876,Singapore's COVID-19 fatalities hit 20,singapores-covid-19-fatalities-hit-20-1,"[""Singaporeans"",""Singapore General Hospital"",""Mustafa Centre"",""COVID-19"",""Singapore""]",Health
17877,"Trains ferrying 28,500 migrant workers to arrive in Bihar",trains-ferrying-28-500-migrant-workers-to-arrive-in-bihar,"[""Bihar""]",Other
17878,TMC leader blames Modi govt for opening liquor shops,tmc-leader-blames-modi-govt-for-opening-liquor-shops,"[""Congress"",""TMC"",""Modi"",""West Bengal"",""Idris Ali"",""Narendra Modi"",""Trinamool Congress""]",Politics
17879,Video showing bodies of coronavirus victims sparks outrage,video-showing-bodies-of-coronavirus-victims-sparks-outrage,"[""Mumbai"",""Lokmanya Tilak Hospital"",""MLA"",""BJP"",""Nitesh Rane"",""Sion"",""Devendra Fadnavis"",""Maharashtra"",""Sion Hospital""]",Other
17880,Porn interrupts N'Assembly Programming Committee's virtual meeting,porn-interrupts-n-assembly-programming-committees-virtual-meeting,"[""South Africa""]",Other
17881,Implementation of lockdown makes SA begging nation' - advocate,implementation-of-lockdown-makes-sa-begging-nation-advocate,"[""Cyril Ramaphosa"",""National Coronavirus Command Council"",""Ramaphosa"",""Covid-19"",""South Africans""]",Health
17882,Dirco denies stopping Qatar Airways repatriation flights,dirco-denies-stopping-qatar-airways-repatriation-flights,"[""Dirco"",""Qatar Airways"",""South Africans"",""Department of International Relations and Cooperation"",""National Coronavirus Command Council"",""SAA""]",Travel
17883,"I cannot tell when schools will reopen, says Prof. Magoha, Education Minister",i-cannot-tell-when-schools-will-reopen-says-prof-magoha-education-minister,"[""George Magoha"",""Magoha"",""Kenya"",""Kenya Certificate of Primary Education"",""Kenyan""]",Education/Career
17884,Duchess Kate launches coronavirus photography project,duchess-kate-launches-coronavirus-photography-project,"[""Duchess Kate"",""National Portrait Gallery"",""London"",""U.K.""]",Health
17885,"Gunman kills 3, wounds another in Houston shootings",gunman-kills-3-wounds-another-in-houston-shootings,"[""Kia Forte"",""Houston""]",Other
17886,Texas AG calls for release of salon owner jailed,texas-ag-calls-for-release-of-salon-owner-jailed,"[""Dallas County"",""NBC News"",""Greg Abbott"",""Dan Patrick"",""Texas"",""Dallas"",""Ken Paxton""]",Law
17887,Favre to repay$1.1 M for no-show speeches,favre-to-repaydollar-1-1-m-for-no-show-speeches,"[""Bus Cook"",""U.S."",""Mississippi Department of Human Services"",""Brett Favre"",""Favre"",""NFL"",""Mississippi"",""Shad White""]",Law
17888,First coronavirus death in U.S. immigration detention reported,first-coronavirus-death-in-u-s-immigration-detention-reported,"[""U.S."",""Louisiana"",""Monroe"",""San Diego"",""American Civil Liberties Union""]",Health
17889,Porous border exposes Kenya's Wajir to Covid-19 infections,porous-border-exposes-kenyas-wajir-to-covid-19-infections,"[""Kenya"",""Wajir"",""Somalia"",""Wajir County"",""Mohamed Abdi""]",Other
17890,More health workers needed in Kenya to handle Covid-19 cases,more-health-workers-needed-in-kenya-to-handle-covid-19-cases,"[""Kenya"",""Kenya Medical Practitioners Pharmacists and Dentists' Union"",""Gene"",""M""]",Health
17891,"We did not engage in political discussion, says MP Sudi",we-did-not-engage-in-political-discussion-says-mp-sudi,"[""Raila Odinga"",""Nairo"",""Nairobi"",""Nairob"",""M"",""William Ruto"",""ODM"",""Raila"",""Uhuru Kenyatta"",""Ruto"",""Odinga"",""Mombasa"",""Kitui"",""Eldoret"",""Uasin Gishu"",""Kenyatta""]",Politics
17892,Trump pivots to new election message amid pandemic,trump-pivots-to-new-election-message-amid-pandemic,"[""Donald Trump"",""George Engelmann"",""Wisconsin"",""Joe Biden"",""Democrat"",""Barack Obama"",""Racine County"",""U.S."",""Chinese"",""Beijing"",""Wuhan"",""Pennsylvania"",""Michigan"",""Republican""]",Politics
17893,Fight brews over Republican push to protect business,fight-brews-over-republican-push-to-protect-business,"[""Congress"",""Republican"",""Mitch McConnell"",""U.S. Senate"",""Democrat"",""Sheldon Whitehouse"",""Donald Trump"",""Senate Judiciary Committee"",""Americans"",""COVID"",""House of Representatives"",""Reuters""]",Politics
17894,U.S. Republican calls for pause in coronavirus legislation,u-s-republican-calls-for-pause-in-coronavirus-legislation,"[""U.S. House"",""Republican"",""U.S."",""U.S. House of Representatives"",""Congress""]",Politics
17895,Republicans want review of aid to WHO,republicans-want-review-of-aid-to-who,"[""Republicans"",""WHO"",""U.S."",""Donald Trump"",""World Health Organization"",""U.N."",""Jim Risch"",""China"",""World Bank"",""European Bank for Reconstruction and Development"",""Senate Foreign Relations Committee"",""Inter-American"",""Global Fund to Fight AIDS, Tuberculosis and Malaria"",""International Committee of the Red Cross""]",Politics
17896,Syria shifts election for second time over virus,syria-shifts-election-for-second-time-over-virus,"[""Syria"",""Kurdish"",""Human Rights Watch"",""Bashar Assad"",""Mark Lowcock"",""United Nations"",""UN Security Council""]",Politics
17897,Knesset majority endorses Netanyahu as PM,knesset-majority-endorses-netanyahu-as-pm,"[""Kurdish"",""Syria"",""Knesset"",""Netanyahu"",""Benjamin Netanyahu"",""Benny Gantz"",""Reuven Rivlin"",""Blue and White"",""Likud"",""Israel""]",Politics
17898,Sancho expected to remain at club,sancho-expected-to-remain-at-club,"[""Jadon Sancho"",""England"",""Borussia Dortmund"",""Sancho"",""Sky Sports News"",""Hans-Joachim Watzke"",""Bild"",""Manchester City"",""Liverpool"",""Real Madrid"",""Barcelona"",""Manchester United"",""Europe"",""Champions League"",""Bundesliga"",""Dortmund""]",Sports
17899,Pereira says United planning to resume training on May 18,pereira-says-united-planning-to-resume-training-on-may-18,"[""Manchester United"",""Andreas Pereira"",""Tottenham"",""Premier League"",""Arsenal"",""UK"",""Belgian"",""Old Trafford""]",Sports
17901,Norwich confident of keeping Ondrej Duda on loan,norwich-confident-of-keeping-ondrej-duda-on-loan,"[""Ondrej Duda"",""Premier League"",""Hertha Berlin"",""Slovakia"",""Canaries"",""Norwich"",""Sam Byram"",""Jurgen Klinsmann""]",Sports
17902,Covid-19: Death toll soars to 29 as Kenya records 25 more cases,covid-19-death-toll-soars-to-29-as-kenya-records-25-more-cases,"[""Covid-19"",""Kenya"",""Nairobi"",""Mombasa"",""African"",""Kenyans"",""Tanzanian"",""Ugandan"",""Wajir"",""Kajiado"",""Isiolo"",""Migori"",""Nakur"",""Nakuru"",""Eastleigh""]",Health
17903,C'Palace confident Hodgson can return to work this month,c-palace-confident-hodgson-can-return-to-work-this-month,"[""Roy Hodgson"",""Crystal Palace"",""Eagles"",""Premier League"",""Dominic Raab""]",Sports
17904,Carrick admits uncertainty 'difficult' for players,carrick-admits-uncertainty-difficult-for-players,"[""Michael Carrick"",""Manchester United"",""Premier League"",""England""]",Sports
17905,Netherlands boss feels 'fit after heart procedure,netherlands-boss-feels-fit-after-heart-procedure,"[""Ronald Koeman"",""Netherlands"",""Amsterdam"",""Premier League"",""Everton"",""Southampton"",""AMC""]",Sports
17906,Football police officer issues reminder over return,football-police-officer-issues-reminder-over-return,"[""UK"",""Aston Villa"",""Premier League"",""Sky Sports News""]",Sports
17908,How much do masks help against COVID-19?,how-much-do-masks-help-against-covid-19,"[""U.S. Centers for Disease Control and Prevention"",""CDC""]",Health
17909,How well do cloth masks work?,how-well-do-cloth-masks-work,"[""University of Hong Kong"",""Johns Hopkins University"",""COVID-19"",""Cotton"",""University of Maryland School of Public Health"",""College Park"",""Massachusetts Institute of Technology"",""Cambridge"",""Lydia Bourouiba"",""COVID-19.""]",Health
17910,Some comb jellies cannibalize their young when food is scarce,some-comb-jellies-cannibalize-their-young-when-food-is-scarce,"[""Eurasian"",""Atlantic Ocean"",""Kiel Fjord"",""Odense"",""University of Southern Denmark"",""Germany"",""Baltic Sea"",""Jena""]",Pet/Animals
17911,Coronavirus: Nigeria records highest daily increase,coronavirus-nigeria-records-highest-daily-increase,"[""Lagos"",""Kano"",""FCT"",""Borno"",""Sokoto"",""Kebbi"",""Kaduna"",""Adamawa"",""Ogun"",""Gombe"",""Jigawa"",""Zamfara"",""Katsina"",""Bauchi"",""Oyo"",""Gomber"",""Kwara"",""Niger"",""Enugu"",""Nigeria."",""COVID-19"",""Borno State"",""Nigeria"",""Akwa Ibom""]",Health
17912,"Toke Makinwa blasts men, says they can't handle successful women",toke-makinwa-blasts-men-says-they-cant-handle-successful-women,"[""Toke Makinwa"",""IK OsaKioduwa"",""Nigerian""]",Entertainment
17913,"Commissioners in Nasarawa, others donate salaries to Fight Covid-19",commissioners-in-nasarawa-others-donate-salaries-to-fight-covid-19,"[""Political Appointees"",""Nasarawa"",""Nasarawa State"",""Lafia"",""Covid-19""]",Health
17914,Sacked Kano commissioner tests positive for COVID-19,sacked-kano-commissioner-tests-positive-for-covid-19,"[""Kyari"",""Kano State"",""Task Force"",""COVID-19"",""Abdullahi Umar Ganduje"",""Abba Kyari"",""Allah"",""Nigeria"",""Kano"",""Ganduje""]",Health
17915,Wizkid FC clashes with Davido's fans,wizkid-fc-clashes-with-davidos-fans,"[""Davido"",""R2Bees"",""Wizkid""]",Entertainment
17916,Rapper Meek Mill welcomes baby,rapper-meek-mill-welcomes-baby,"[""Meek Mill"",""American""]",Entertainment
17917,Clarence Peters granted bail days after arrest over death of video vixen,clarence-peters-granted-bail-days-after-arrest-over-death-of-video-vixen,"[""Clarence Peters"",""Nigeria""]",Entertainment
17918,Rivers to auction vehicles impounded during COVID-19 lockdown,rivers-to-auction-vehicles-impounded-during-covid-19-lockdown,"[""Almajiris"",""Obio/Akpor"",""Port Harcourt"",""Rivers State""]",Law
17919,"Tiwa Savage announces new album, 'Celia'",tiwa-savage-announces-new-album-celia,"[""Wizkid"",""Tiwa Savage"",""Universal Music"",""Nigerian"",""Naira Marley"",""Mayorkun""]",Entertainment
17921,C'River border patrol team intercepts trucks carrying Almajiris,c-river-border-patrol-team-intercepts-trucks-carrying-almajiris,"[""Almajiris"",""C'River"",""Cross River State"",""Bekwara"",""Vigilantes"",""Task force"",""Peace Corp""]",Health
17922,"FG appoints Ali Baba, Okwuosa, Arinze others on Covid-19 committee",fg-appoints-ali-baba-okwuosa-arinze-others-on-covid-19-committee,"[""Ali Jita"",""Segun Arinze"",""Covid-19"",""Alhaji Lai Mohammed"",""Federal Government of Nigeria"",""Nigeria"",""Dare Art Alade"",""Chioma Ude"",""News Agency of Nigeria"",""Charles Novia"",""Bolanle Austen Peters""]",Entertainment
17923,COVID-19: Almajiris sent to Jigawa from Kano test positive,covid-19-almajiris-sent-to-jigawa-from-kano-test-positive,"[""Kano"",""Jigawa"",""Almajiris"",""COVID-19"",""Jigawa State"",""Kano State"",""Dutse""]",Health
17924,Kwami Sefa-Kayi to  still maintain Allotey Jacobs on Peace FM Kokroko show,kwami-sefa-kayi-to-still-maintain-allotey-jacobs-on-peace-fm-kokroko-show,"[""Kwamena Duncan"",""Kwami Sefa-Kayi"",""National Democratic Congress"",""Cape Coast"",""Accra""]",Other
17925,Kano health commissioner recovers from COVID-19,kano-health-commissioner-recovers-from-covid-19,"[""Bayero University"",""COVID-19"",""Muhammad Garba"",""Tsanyawa"",""Kano""]",Health
17926,Victorians advised not to visit mums on Mother's Day,victorians-advised-not-to-visit-mums-on-mothers-day,"[""Graham Ashton""]",Law
17927,GAPTE reduces operational Aayalolo buses from 75 to 10,gapte-reduces-operational-aayalolo-buses-from-75-to-10,"[""Kinbu"",""Aayalolo"",""Accra"",""COVID-19"",""Kasoa"",""Akufo-Addo"",""Greater Accra Region"",""Amasaman"",""Kumasi""]",Other
17928,Victoria confirmed 13 new COVID-19 cases,victoria-confirmed-13-new-covid-19-cases,"[""Lisa Neville""]",Health
17929,COVID-19: Yobe govt speaks on ‘mass deaths’,covid-19-yobe-govt-speaks-on-mass-deaths,"[""Mai Mala Buni"",""Potiskum"",""Gashua"",""COVID-19"",""Yobe State""]",Health
17931,Australian PM Scott Morrison outlines three step plan to re-open country,australian-pm-scott-morrison-outlines-three-step-plan-to-re-open-country,"[""Scott Morrison"",""Australian"",""Australians""]",Health
17932,"UNIPASS is a disaster, abrogate deal – Murtala Mohammed to government",unipass-is-a-disaster-abrogate-deal-murtala-mohammed-to-government,"[""Murtala Mohammed"",""Takoradi"",""Ghana Revenue Authority""]",Politics
17933,AnalogFolk picks Matt David to oversee Asia client business,analog-folk-picks-matt-david-to-oversee-asia-client-business,"[""TBWA\\Worldwide"",""Mercedes"",""McCann Erikson"",""Asia"",""Hong Kong""]",Business
17934,"Covid-19 could kill up to 190,000 in Africa, WHO says",covid-19-could-kill-up-to-190-000-in-africa-who-says,"[""Matshidiso Moeti"",""Africa"",""World Health Organisation"",""Covid-19""]",Health
17935,Lawmaker asks Cayetano not to wash hands of ABS-CBN shutdown,lawmaker-asks-cayetano-not-to-wash-hands-of-abs-cbn-shutdown,"[""National Telecommunications Commission"",""ABS-CBN Corp"",""Congress"",""Alan Peter Cayetano"",""Rodrigo Duterte"",""ABS-CBN""]",Politics
17936,Two new cases of Covid-19 confirmed in New Zealand,two-new-cases-of-covid-19-confirmed-in-new-zealand,"[""New Zealanders"",""Caroline McElnay"",""Ashley Bloomfield"",""North Shore Hospital"",""Auckland City"",""Middlemore"",""Matamata""]",Health
17937,US 'concerned' over ABS-CBN shutdown,us-concerned-over-abs-cbn-shutdown,"[""Donald Trump"",""Duterte"",""Philippines"",""Rodrigo Duterte"",""Congress"",""State Department"",""Barack Obama"",""US"",""ABS-CBN"",""United States"",""Morgan Ortagus"",""Philippine""]",Politics
17938,Customs arrested two after 20kg of meth found in suitcase at airport,customs-arrested-two-after-20-kg-of-meth-found-in-suitcase-at-airport,"[""Covid-19"",""Auckland Airport"",""Bruce Berry"",""New Zealand"",""United States"",""Auckland"",""Los Angeles""]",Law
17939,Shoe chain Aldo seeks creditor protection over virus blow,shoe-chain-aldo-seeks-creditor-protection-over-virus-blow,"[""United States"",""Europe"",""Canadian"",""Aldo Bensadoun"",""Montreal"",""Moroccan"",""Canada"",""U.S."",""Aldo Group""]",Business
17941,Stan Dogbe denies smashing GBC journalist’s recorder at 37 Military Hospital,stan-dogbe-denies-smashing-gbc-journalists-recorder-at-37-military-hospital,"[""GJA"",""Presidential Press Corps"",""Shai Hills"",""37 Military Hospital"",""GBC"",""John Mahama"",""Ghanaian Times""]",Politics
17942,"COVID-19: After recovery, most people carry antibodies",covid-19-after-recovery-most-people-carry-antibodies,"[""COVID-19"",""COVID""]",Health
17943,Irish landlords draw limit to tenants' rent relief,irish-landlords-draw-limit-to-tenants-rent-relief,"[""Irish"",""Irish Institutional Property""]",Business
17944,I always feel heartbroken when people tag me as a kidnapper – Ofosu Ampofo cries,i-always-feel-heartbroken-when-people-tag-me-as-a-kidnapper-ofosu-ampofo-cries,"[""Ofosu Ampofo"",""Samuel Ofosu Ampofo"",""National Democratic Congress"",""Mahama"",""Criminal Investigation Department"",""New Patriotic Party"",""Ghana Police Service"",""Imams""]",Other
17945,"Bars, Pubs come to life Friday in Hong Kong",bars-pubs-come-to-life-friday-in-hong-kong,"[""Hong Kong"",""Food and Health Bureau"",""Covid-19"",""UK""]",Business
17946,REC asks Scottish govt for relief extension to recruitment agencies,rec-asks-scottish-govt-for-relief-extension-to-recruitment-agencies,"[""Dave Creighton"",""Scotland"",""England"",""Covid-19""]",Other
17947,"Covid-19: Neiman Marcus succumbs to virus, files for bankruptcy",covid-19-neiman-marcus-succumbs-to-virus-files-for-bankruptcy,"[""Covid-19"",""Neiman Marcus"",""U.S."",""Neiman Marcus Group"",""J.Crew"",""Texas"",""Florida"",""Dallas"",""US"",""Americans"",""Neiman""]",Business
17948,University campuses mustn’t serve as grounds for violence – NAPO,university-campuses-mustnt-serve-as-grounds-for-violence-napo,"[""University of Education, Winneba"",""Accra"",""Ghana"",""University for Development Studies"",""Navrongo"",""Tamale"",""Mathew Opoku Prempeh"",""Nana Akufo-Addo"",""Parliament""]",Education/Career
17949,FIW launches support for Welsh Food and Drink Manufacturers,fiw-launches-support-for-welsh-food-and-drink-manufacturers,"[""Welsh"",""COVID-19""]",Business
17950,Vodafone dishes free mobile data to Irish customers,vodafone-dishes-free-mobile-data-to-irish-customers,"[""Irish"",""Vodafone"",""Ireland"",""Vodafone Ireland"",""Europe""]",Business
17951,"EU blacklists Botswana, Ghana, Mauritius, Zimbabwe over money-laundering",eu-blacklists-botswana-ghana-mauritius-zimbabwe-over-money-laundering,"[""Valdis Dombrovskis"",""Ethiopia"",""Bosnia-Herzegovina"",""Official Journal"",""Guyana"",""Sri Lanka"",""Lao People's Democratic Republic"",""European Commission"",""Libya"",""Tunisia"",""EU"",""Botswana"",""Mauritius"",""Ghana"",""Zimbabwe"",""European Union"",""African"",""Bahamas"",""Panama"",""Cambodia"",""Mongolia"",""Myanmar"",""Barbados"",""Nicaragua"",""Jamaica""]",Other
17952,Gandhi says centre must be transparent with coronavirus fight,gandhi-says-centre-must-be-transparent-with-coronavirus-fight,"[""Rahul Gandhi"",""Modi""]",Politics
17953,IAF Mig-29 fighter jet crashes in Punjab,iaf-mig-29-fighter-jet-crashes-in-punjab,"[""IAF"",""Mig-29"",""Punjab""]",Travel
17954,Maharashtra seals borders to curb liquor smuggling,maharashtra-seals-borders-to-curb-liquor-smuggling,"[""Maharashtra""]",Politics
17955,Dismal jobs report expected states ease restrictions,dismal-jobs-report-expected-states-ease-restrictions,"[""California"",""U.S."",""Congress"",""NBC News"",""Michigan"",""White House""]",Other
17956,U.N. chief calls for end to virus hate speech,u-n-chief-calls-for-end-to-virus-hate-speech,"[""Antonio Guterres"",""United Nations""]",Other
17957,Seattle to keep streets closed for exercise during lockdown,seattle-to-keep-streets-closed-for-exercise-during-lockdown,"[""U.S."",""Seattle"",""Jenny A. Durkan""]",Health
17958,Caf expected to end KPL and FKF wrangles,caf-expected-to-end-kpl-and-fkf-wrangles,"[""Samuel Ouma"",""FKF"",""Confederation of African Football"",""Kenyan Premier League"",""Football Kenya Federation"",""KPL"",""Nick Mwendwa"",""Gor Mahia"",""National Super League"",""Nairobi City Stars"",""Kenya"",""Champions League"",""African""]",Sports
17959,NFL unveils its 2020 schedule,nfl-unveils-its-2020-schedule,"[""New Orleans Saints"",""Drew Brees"",""Roger Goodell"",""National Football League"",""Kansas City Chiefs"",""Houston"",""Houston Texans"",""New England Patriots"",""Tom Brady"",""New Orleans"",""Tampa Bay Buccaneers""]",Sports
17960,Hunter granted delay in serving sentence due to COVID-19,hunter-granted-delay-in-serving-sentence-due-to-covid-19,"[""San Diego County"",""COVID-19"",""Republican"",""Southern California"",""U.S."",""Thomas J. Whelan"",""Duncan Hunter""]",Law
